"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017","ACCT_IS0048","ACCT_IS0049","ACCT_DL0148","ACCT_DL0149"
65578,12/31/2025 0:00:00,19803,Subm,992000,418876,12692158,14446148,0,0,0,0,0,2500,0,1391963,6674412,41587,1722,5406,21857,43502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24421,0,0,14401,18138,1045,1248,0,20431,7,0,97916,0,117458,5170,99112,0,0,104282,4,1050384,82043,55514,217190,0,354747,4,779890,39101,0,32855,0,71956,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266789,0,0,365176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5038943,0,0,0,0,0,0,0,0,0,0,0
65595,12/31/2025 0:00:00,19819,Subm,5224000,0,151758075,0,2326206,2926206,0,91250,309200,3400,57462,18232001,0,1087085,151339,722486,25507,12699,0,38486,2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918445,0,0,264156,105927,284785,52145,0,442857,90,164965,2274600,0,427074,145494,95858,83933,0,325285,26,186450,0,121477,12396,0,133873,3,0,51621,103361,0,0,154982,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3661052,0,0,7830272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36107502,0,0,0,0,4684685,256798480,261483165,0,0,0,0
65606,12/31/2025 0:00:00,19830,Subm,0,0,1860491,2239000,200000,200000,0,0,0,0,0,97248,0,0,0,22716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422,0,0,0,0,0,0,0,0,0,38611,19703,0,14666,0,34369,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19703,0,0,35226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389807,0,0,0,0,0,0,0,0,0,0,0
65636,12/31/2025 0:00:00,19860,Subm,3028000,0,4147951,0,0,46411,0,0,0,0,0,23534,0,2420,490,15258,0,58257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13041,5458,0,3305,0,8763,4,0,58416,0,0,0,0,0,0,0,0,0,0,0,0,11461,11461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215460,0,0,0,0,0,0,0,0,0,0,0
65639,12/31/2025 0:00:00,19863,Subm,4785000,0,8491407,24933785,84200,301400,0,0,0,0,0,1388894,3096913,170506,45986,21854,0,0,0,0,0,0,0,56247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6405,0,0,32295,5612,37900,75,0,43587,39,3592,23303,0,25608,0,0,8094,0,8094,1,0,44016,0,0,0,44016,1,4410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82928,84711,0,91033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2620,596808,0,0,0,0,111,164656,0,3323465,0,0,0,0,0,0,0,0,0,0,0
65644,12/31/2025 0:00:00,19868,Subm,0,0,345991561,500672579,3024880,3024880,0,440550,646982,0,14533784,111041270,130397098,2413131,320783,2437443,1182619,39045,2506,1029569,323121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53788,0,0,0,0,0,0,0,993913,0,18333,704493,419907,371147,0,0,791054,117,236553,1609955,0,1838296,628840,529479,70834,0,1229153,53,10601743,3041075,3725418,4407544,1144556,12318593,60,2302072,943765,628208,1107394,440764,3120131,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7400131,7400131,1,726085,0,0,0,0,0,0,2329973,0,0,0,23454914,23454914,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39162,0,0,0,0,0,0,0,49990,0,0,0,49990,1,7942331,17055272,712093,20898998,23454914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16696,357454032,1276,101898408,0,0,2891,66779514,156083,139418695,0,0,386228011,1248739,226396292,2851404,230496435,0,0,20,505544
65680,12/31/2025 0:00:00,19904,Subm,45169,0,53560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0
65712,12/31/2025 0:00:00,19936,Subm,20449000,0,26772737,0,0,89200,0,0,0,0,0,1239072,0,37214,10277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2899,0,0,13721,0,0,0,0,0,0,1330,51284,0,0,0,0,0,0,0,0,2847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1846398,0,0,0,0,0,0,0,0,0,0,0
65722,12/31/2025 0:00:00,19946,Subm,0,0,26983136,31386524,3746100,3746100,0,0,105000,44936,0,15488447,19608432,41187,13136,133508,48126,49582,38422,29995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5458,6234,0,0,0,6234,1,0,27686,0,410927,20510,64299,6061,0,90870,4,2278865,477407,1003286,465996,0,1946689,10,71312,62566,0,0,0,62566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594403,0,0,1558588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21994386,0,41192,0,1775896,28326436,3883832,33986164,0,0,0,0
65728,12/31/2025 0:00:00,19951,WISE,0,0,656060841,1517579020,0,692558,0,0,0,0,0,17683021,0,88863,50148,0,0,0,0,0,0,0,2921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18520,0,0,113671,24673,27470,0,0,52143,7,54980,38186,0,0,0,0,0,0,0,0,44934,450610,0,0,29235,479845,4,0,0,0,23624,0,23624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586969,0,0,102991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24981273,0,0,26123548,0,0,0,0,0,0,0,0
65735,12/31/2025 0:00:00,19958,Subm,0,0,6029793,97988328,728776,756842,0,0,0,0,0,2974956,445233,56731,40706,23386,19018,0,0,16456,2713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29179,0,0,0,0,0,0,0,0,0,70622,46191,0,0,0,0,0,0,0,0,307608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145992,30829,0,220201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133555,82230050,0,0,0,0,0,0,0,5659116,0,0,0,0,0,0,0,0,0,0,0
65759,12/31/2025 0:00:00,19982,Subm,111565,0,552769,0,0,5000,0,0,0,0,0,11130,0,39222,8354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3218,0,5602,0,0,5602,1,0,21908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121991,0,0,0,0,0,0,0,0,0,0,0
65770,12/31/2025 0:00:00,19993,WISE,11396000,0,16050539,0,0,0,0,0,0,0,0,97540,0,2947,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49780,0,0,0,49780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103766,0,0,0,0,0,0,0,0,0,0,0
65774,12/31/2025 0:00:00,19997,Subm,2503000,0,3058428,0,0,2155,0,0,22506,0,0,54935,0,58087,18267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7162,4923,10958,0,0,15881,10,39788,19931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64642,0,0,73436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449605,0,0,0,0,0,0,0,0,0,0,0
65775,12/31/2025 0:00:00,19998,Subm,16890000,0,19898242,5649481,78400,294212,0,0,0,0,0,3257160,3700225,5740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5864,0,0,0,0,0,0,0,0,0,28177,42022,0,0,0,0,0,0,0,0,158557,0,0,0,0,0,0,153199,84078,0,0,0,84078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160141,0,0,54146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,6432164,0,0,0,0,0,0,0,1927831,0,0,0,0,0,0,0,0,0,1,69295
65780,12/31/2025 0:00:00,20003,Subm,77731,0,117557,0,0,0,0,0,0,0,0,-5601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4831,0,0,4831,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,19842,0,0,0,0,0,0,0,0,0,0,0
65788,12/31/2025 0:00:00,20011,Subm,0,0,90823457,438491072,9891500,9891500,0,0,66300,0,0,64638301,401507239,1608470,496743,512994,15374,0,3600,7715,9420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1459014,412624,129057,0,0,341638,69635,146678,176350,312902,705565,52,113397,978204,0,305545,167218,360516,62910,0,590644,13,1247754,450117,1477562,0,0,1927679,5,2103876,532685,59919,0,99046,691650,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8787136,17625481,0,0,0,17625481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20065794,0,78809,4032467,37593292,0,0,0,0,0,0,0,0,0,0,0,3660800,-6724,0,0,0,0,16307,180689429,0,0,0,0,1353,27163578,0,66741013,2949025,0,179318150,24608052,241160854,0,265768906,0,0,11,17938664
65803,12/31/2025 0:00:00,20026,Subm,15954000,0,19023466,7690327,0,65290,0,0,0,0,0,317348,0,43570,14051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2749,0,0,685,7989,1040,0,0,9029,3,0,7705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18443,3325,0,31994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1768350,0,0,0,0,0,0,0,2063142,0,0,0,0,0,0,0,0,0,0,0
65809,12/31/2025 0:00:00,20032,Subm,249000,0,6359773,10661000,0,80000,0,0,0,0,0,181192,0,25972,14119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62902,18626,49731,0,0,68357,11,0,69738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4213,0,0,4213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88364,0,0,80198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533182,0,0,0,0,0,0,0,0,0,0,0
65816,12/31/2025 0:00:00,20039,Subm,21548000,0,22345308,0,85634,224212,0,0,0,0,0,121177,0,19525,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3477,0,0,0,3477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3477,0,0,33995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413002,0,0,0,0,0,0,0,0,0,0,0
65817,12/31/2025 0:00:00,20040,Subm,11908000,10,12244922,1100000,863577,913577,0,0,0,0,0,385600,0,9993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3408,0,0,18397,0,39721,0,17082,56803,5,16268,2453,0,478,0,0,0,0,0,0,127920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23249,1000148,0,0,0,0,0,0,0,0,0,0,0
65840,12/31/2025 0:00:00,20063,WISE,2588414,0,3132196,0,0,18400,0,0,0,0,0,21082,0,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224787,0,0,0,0,0,0,0,0,0,0,0
65841,12/31/2025 0:00:00,20064,Subm,3515000,0,3910634,0,0,1200,0,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11299,0,0,0,0,0,0,30113,5058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213802,0,0,0,0,0,0,0,0,0,0,0
65843,12/31/2025 0:00:00,20066,Subm,13478000,0,17588079,871584,1110,11110,0,138170,0,0,0,361168,0,45787,0,0,0,0,0,98308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4252,0,0,0,3582,0,0,0,3582,1,2936,28020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38790,0,0,11030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130778,3711499,0,0,0,0,0,0,0,1442564,0,0,0,0,0,0,0,0,0,0,0
65856,12/31/2025 0:00:00,20079,Subm,0,0,210940697,73148456,8695900,11354045,0,0,10973254,1359923,0,116614181,3690445,9439307,1891087,9788098,2070777,0,0,0,26717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928491,0,5118,2777097,1669564,1603266,29207,37815,3339852,509,2672748,13566678,0,3148110,2164359,2472134,103768,0,4740261,199,679111,0,2237960,844362,929084,4011406,12,1631477,793721,655552,825526,348943,2623742,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47149,0,0,0,47149,1,21847828,0,0,31135422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104612,1386731710,0,0,0,0,10480,152470349,0,155683695,11616220,0,376680335,0,240649497,0,240649497,0,0,34,921441
65861,12/31/2025 0:00:00,20084,Subm,0,0,40145756,51768258,4553800,4735800,0,0,0,0,0,23578988,47620561,124280,16415,2223,0,0,0,0,4994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8686,0,0,18763,0,0,11757,12465,0,0,0,12465,4,20679,174868,0,223230,0,0,89655,42177,131832,2,0,177093,1089412,155652,432192,1854349,7,99993,0,59889,152454,0,212343,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202321,0,202321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403868,0,0,2080567,202321,0,0,0,0,0,50000000,-41682,0,0,0,0,0,0,0,0,0,0,5957,108498876,137,84825499,0,0,356,28920303,0,18760217,-8331,-20381,28828927,8643084,44970239,0,53613323,0,0,0,0
65862,12/31/2025 0:00:00,20085,Subm,0,0,537895,3230351,0,12000,0,0,0,0,0,9519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106494,17294,0,0,0,17294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249953,0,0,0,0,0,0,0,0,0,0,0
