"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
62905,12/31/2025 0:00:00,17155,0,0,0,0,484012190,7245969,2886051,560918655,0,484012190,7245969,2886051,0,0,0,532,0,0,0,0,122024,0,0,0,0,0,0,0,0,27317137,0,2670721,0,0,0,0,0,0,0,0,0,0,0,6886574,0,0,0,0,0,0,0,0,13228750,234198,1754937,7016221,803213,1443538,600910,0,26884,0,0,55987,706413,94772781,0,0,21087937,0,0,0,0,21470327,6978456,0,0,-5697,0,5619,33955,635,57317,1156,1455,100137,0,0,0,0,0,0,0,0,0,0,0,0,0,121,4,0,0,0,0,0,0,29987858,0,11697735,8816401,0,1402491,0,643000,0,0,0,0,0,550489554,0,0,6935290,33020395,0,0,0,0,0,0,0,0,0,0,66980718,1217,0,37112026,0,827603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67663,70149481,0,0,0,0,0,0,0,0,0,156759482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62918,12/31/2025 0:00:00,17168,0,0,0,0,257279725,7034506,577096,296994262,0,257279725,7034506,577096,0,0,0,97,0,0,0,0,62025,0,0,0,0,0,0,0,0,11492067,0,2770445,0,0,0,0,0,0,0,0,0,0,0,1660735,0,0,0,0,0,0,0,0,5433228,247885,858185,2321378,481962,375675,1055919,0,0,0,0,36000,83450,52959712,0,0,21562237,0,0,0,0,2326110,7594076,0,0,0,0,2998,12903,469,24992,260,967,42589,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6,0,0,0,0,0,0,14262512,0,4545220,4299676,0,2425503,155,0,0,0,0,0,0,0,0,0,3816843,23324838,0,0,0,0,0,0,0,0,0,0,29029302,977,0,0,0,163945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708,39997869,0,0,0,0,0,0,0,0,0,56025285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62923,12/31/2025 0:00:00,17172,0,0,0,0,26890691,451745,0,31737843,0,26890691,451745,0,0,0,0,27,0,0,0,0,32025,0,0,0,0,0,0,0,0,429821,0,551720,0,0,0,0,0,0,0,0,0,0,0,4549,0,0,0,0,0,0,0,0,431983,15070,0,200542,5267,16087,59174,0,679,0,0,0,94916,3060876,0,0,1951444,0,0,0,0,677745,1011088,0,0,0,0,52,1415,0,4271,0,0,5738,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,981541,0,93218,68610,0,182431,0,30878,27257,0,0,0,0,0,0,0,433980,1753087,0,0,0,0,0,0,0,0,0,0,4205329,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62929,12/31/2025 0:00:00,17178,0,0,0,0,15251765,0,0,22576712,0,15251765,0,0,0,0,0,5,0,0,0,0,62025,0,0,0,0,0,0,0,0,867076,0,185185,0,0,0,0,0,0,0,0,0,0,0,64074,0,0,0,0,0,0,0,0,396613,0,39534,63962,896,9941,145834,0,0,0,0,10000,5763,4721306,0,0,5931522,0,0,0,0,0,1432041,0,0,0,0,62,363,38,1434,0,0,1897,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1052261,0,79553,116851,0,242420,0,8976,0,0,0,0,0,0,0,0,120200,1682137,0,0,0,0,0,0,0,0,0,0,7233230,3204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62930,12/31/2025 0:00:00,17179,0,0,0,0,29357514,119274,71552,33076241,0,29357514,119274,71552,0,0,0,105,0,0,0,0,22025,0,0,0,0,0,0,0,0,1323233,0,462285,0,0,0,0,0,0,0,0,0,0,0,149084,0,0,0,0,0,0,0,0,1037762,1441,71492,415472,51519,135690,275969,0,0,0,0,6150,13310,6302446,22617,0,3046046,0,0,0,0,378909,447410,0,0,0,0,81,1517,27,2911,10,42,4588,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1785518,0,348613,64393,0,54316,0,107000,0,0,0,0,0,0,0,0,173330,4432133,0,0,0,0,0,0,0,0,0,0,3201096,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62936,12/31/2025 0:00:00,17185,0,0,0,0,2936979,0,0,3441704,0,2936979,0,0,0,0,0,2,0,0,0,0,122024,0,0,0,0,0,0,0,0,212246,0,28322,0,0,0,0,0,0,0,0,0,0,0,23381,0,0,0,0,0,0,0,0,59166,0,0,112149,0,0,0,0,0,0,0,2000,7561,222582,0,0,123093,0,0,0,0,0,1638269,0,0,0,0,0,418,0,649,0,0,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,240568,0,23381,72384,0,-2154,0,0,0,0,0,0,0,0,0,0,6793,1053158,0,0,0,0,0,0,0,0,0,0,491824,1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12218,0,0,12218,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62937,12/31/2025 0:00:00,17186,0,0,0,0,221834884,3110324,930710,254715342,0,221834884,3110324,930710,0,0,0,51,0,0,0,0,92025,0,0,0,0,0,0,0,0,9417305,0,3362111,0,0,0,0,0,0,0,0,0,0,0,1983727,0,0,0,0,0,0,0,0,5056538,36430,579301,1175382,264487,561792,1133536,0,0,0,0,12764,196137,40226981,0,0,53966248,0,0,0,0,7160801,3040774,0,0,0,15808,1855,9403,428,17202,1992,926,31806,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,0,0,0,0,0,0,12779416,0,2342753,2704532,0,2447620,0,283363,0,0,0,0,0,254715342,0,0,1254494,40309036,0,0,0,0,0,0,0,0,0,0,27052841,1061,0,135838,0,184762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2966,76514614,0,0,0,0,0,0,0,0,0,20151677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62939,12/31/2025 0:00:00,17188,0,0,0,0,33648322,7466,0,38469140,0,33648322,7466,0,0,0,0,12,0,0,0,0,92025,0,0,0,0,0,0,0,0,560160,0,850858,0,0,0,0,0,0,0,0,0,0,0,241215,0,0,0,0,0,0,0,0,574281,23529,72313,346389,34076,76433,118209,0,0,0,0,16440,18980,2952450,0,0,2322563,0,0,0,0,605293,487998,0,0,0,0,79,1634,39,3220,0,0,4972,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,1411018,0,432675,113429,0,428614,0,110359,7067,0,0,0,0,0,0,0,820782,532957,0,0,0,0,0,0,0,0,0,0,4344310,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1286238,0,0,0,0,0,0,0,0,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62950,12/31/2025 0:00:00,17199,0,0,0,0,1674212,0,0,1993467,0,1674212,0,0,0,0,0,5,0,0,0,0,92025,0,0,0,0,0,0,0,0,138423,0,12281,0,0,0,0,0,0,0,0,0,0,0,17104,0,0,0,0,0,0,0,0,93995,0,0,48705,35,2651,15974,0,0,0,0,4747,108,573452,0,0,779990,0,0,0,0,0,197987,0,0,0,0,5,228,0,358,0,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,150704,0,27454,8533,0,-6990,0,0,615,0,0,0,0,0,0,0,1335,114816,0,0,0,0,0,0,0,0,0,0,274364,1376,0,0,0,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62960,12/31/2025 0:00:00,17208,0,0,0,0,33369189,520611,0,38860267,0,33369189,520611,0,0,0,0,10,0,0,0,0,32025,0,0,0,0,0,0,0,0,1327091,0,571744,0,0,0,0,0,0,0,0,0,0,0,72696,0,0,0,0,0,0,0,0,823689,2571,62044,329584,31335,37541,120166,0,0,0,0,6450,38856,4754282,160217,0,944731,0,0,0,0,769102,743919,0,0,0,3000,287,1665,92,2928,652,0,5624,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,1898835,0,261399,254128,0,425785,0,196700,54120,0,0,0,0,0,0,0,885868,10707634,0,0,0,0,0,0,0,0,0,0,5467989,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62964,12/31/2025 0:00:00,17212,0,0,0,0,190999107,3896397,2594926,220334535,0,190999107,3896397,2594926,0,0,0,227,0,0,0,0,92025,0,0,0,0,0,0,0,0,7059229,0,2498955,0,0,0,0,0,0,0,0,0,0,0,437289,0,0,0,0,0,0,0,0,3124077,32056,767347,1990126,300390,618569,810888,0,11262,0,0,12000,38939,26536837,2952037,0,7530652,0,0,0,0,3067894,2005875,0,0,0,246425,1748,6842,400,14047,1566,813,25416,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,9558184,0,1356318,2995057,0,-236551,0,600000,254202,0,0,0,0,0,0,0,250640,5785158,0,0,0,0,0,0,0,0,0,0,22215232,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2887,73008083,0,0,0,0,0,0,0,0,0,30000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62965,12/31/2025 0:00:00,17213,0,0,0,0,180199608,18411033,665392,233314498,0,180199608,18411033,665392,0,0,0,139,0,0,0,0,122024,0,0,0,0,0,0,0,0,8693280,0,1633147,0,0,0,0,0,0,0,0,0,0,0,738558,0,0,0,0,0,0,0,0,2883748,32883,673764,1647108,130168,1013320,254389,0,0,0,0,39174,43047,52674959,0,0,6600702,0,0,0,0,3755755,5238887,0,0,150,10812,996,7983,389,15032,0,1740,26140,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,10326427,0,1796259,2157427,0,2854337,0,0,180717,0,0,0,0,0,0,0,1383368,23048552,0,0,0,0,0,0,0,0,0,0,33274281,1426,0,45317770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,22416607,0,0,0,0,0,0,0,0,0,11467013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62969,12/31/2025 0:00:00,17217,0,0,0,0,1257227045,70421954,2958315,1522783463,0,1286032103,70421954,2958315,0,0,0,286,0,0,0,0,122024,0,0,0,0,0,0,0,0,60371563,0,11140780,0,0,0,0,0,0,0,0,0,0,0,8035775,0,0,0,0,0,0,0,0,19472020,105502,5605382,4449564,261877,3696965,11136921,0,0,0,0,172837,1513247,113606856,17857750,0,29839639,0,0,0,0,18165714,9550224,0,0,-157025,0,7377,42815,1978,128528,873,4698,186320,0,0,0,0,0,0,0,0,0,0,0,0,0,202,12,0,0,0,0,0,0,71512343,0,20405899,35622423,0,57580,0,1900000,3000,0,0,0,0,0,0,0,8639265,74185188,0,0,0,0,0,0,0,0,-992833,1520455,120299319,790,0,61804493,0,7624124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3888,66348269,0,0,0,0,0,32900000,14858287,250000,48008287,437514068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62976,12/31/2025 0:00:00,17223,0,0,0,0,102692830,10906155,559459,129511924,0,102692830,10906155,559459,0,0,0,37,0,0,0,0,122024,0,0,0,0,0,0,0,0,3164237,0,2739268,0,0,0,0,0,0,0,0,0,0,0,1073376,0,0,0,0,0,0,0,0,2152567,31438,263207,1391502,140094,140627,111217,0,0,0,0,25972,62557,16786743,0,0,4499982,0,0,0,0,787119,1413482,0,0,0,0,886,5023,337,10457,80,421,17204,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,5903505,0,1336292,1556465,0,1144151,0,95984,0,0,0,0,0,0,0,0,859435,22110403,0,0,0,0,0,0,0,0,0,0,14486871,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,10628522,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62978,12/31/2025 0:00:00,17225,0,0,0,0,842925221,27601677,4563568,1080748229,0,849547360,51073834,4563568,0,0,0,331,0,0,0,0,122024,0,0,0,0,0,0,0,0,49075161,0,6480790,0,0,0,0,0,0,0,0,0,0,0,5799075,0,0,0,0,0,0,0,0,20855846,536234,1603101,4362910,971025,2294255,6255351,0,0,0,0,57377,381883,125445597,17556652,0,24802064,0,0,0,0,17906200,18873204,0,0,-223712,0,3761,28393,1683,63064,518,2047,99626,0,0,0,0,0,0,0,0,0,0,0,0,0,163,3,0,0,0,0,0,0,55555951,0,10651583,20030375,0,3347767,9309,0,19956,0,0,0,0,1080130339,0,0,4592353,116381222,0,0,0,0,0,0,0,0,0,0,112642909,1043,0,152271118,0,498289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11408,299936379,0,0,0,0,0,12000000,38125000,0,50125000,403834527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4775352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62983,12/31/2025 0:00:00,17229,0,0,0,0,405785845,19954957,1920423,491683697,0,405785845,19954957,1920423,0,0,0,234,0,0,0,0,122024,0,0,0,0,0,0,0,0,22478018,0,3515185,0,0,0,0,0,0,0,0,0,0,0,5298579,0,0,0,0,0,0,0,0,10595504,432733,981986,5621819,280001,547476,182428,0,0,0,0,0,1784128,62760130,0,0,21571147,0,0,0,0,7474736,11880206,0,0,36197,0,3528,25162,693,43242,6555,884,80064,0,0,0,0,0,0,0,0,0,0,0,0,0,128,7,0,0,0,0,0,0,25993203,0,5629311,3632092,0,5724347,0,687525,335,0,0,0,0,0,0,0,2754783,66277873,0,0,0,0,0,0,0,0,0,0,60779023,1236,0,0,0,191486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899,36162771,0,0,0,0,0,0,0,0,0,209500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62985,12/31/2025 0:00:00,17231,0,0,0,0,7680536,0,242844,9837812,0,7680536,0,242844,0,0,0,1,0,0,0,0,62025,0,0,0,0,0,0,0,0,406429,0,128420,0,0,0,0,0,0,0,0,0,0,0,5858,0,0,0,0,0,0,0,0,257190,0,26484,124606,0,2668,10325,0,3432,0,0,0,13380,2603229,61100,0,1883306,0,0,0,0,0,820715,0,0,0,0,206,194,0,2417,22,276,3115,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,534849,0,17019,77169,0,36614,0,94083,0,0,0,0,0,0,0,0,0,3269796,0,0,0,0,0,0,0,0,0,0,1815314,1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62998,12/31/2025 0:00:00,17244,0,0,0,0,11268134,841027,96331,14379996,0,11268134,841027,96331,0,0,0,13,0,0,0,0,102025,0,0,0,0,0,0,0,0,315337,0,186152,0,0,0,0,0,0,0,0,0,0,0,8335,0,0,0,0,0,0,0,0,375716,18613,35075,98746,913,54204,20348,0,4257,0,0,5000,23235,605341,0,0,484103,0,0,0,0,0,316592,0,0,0,0,291,148,0,907,0,0,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,501489,0,5365,206688,0,-335941,0,75552,0,0,0,0,0,0,0,0,23732,1856465,0,0,0,0,0,0,0,0,0,0,2106984,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63004,12/31/2025 0:00:00,17249,0,0,0,0,1534760730,9599636,4999833,1808600936,0,1534760730,9599636,4999833,0,0,0,951,0,0,0,0,122024,0,0,0,0,0,0,0,0,93907012,0,9287294,0,0,0,0,0,0,0,0,0,0,0,15823577,0,0,0,0,0,0,0,0,49529609,833078,4823684,14971826,2972638,6916102,5196901,0,215056,0,0,204697,405382,222182894,13052727,0,36346260,0,0,0,0,68409505,19919961,0,0,0,102052,9177,75351,2685,132241,1532,37310,258296,0,0,0,0,0,0,0,0,0,0,0,0,0,474,8,0,0,0,0,0,0,103194306,0,33005802,26940567,0,15169077,0,1938200,562213,0,0,0,0,0,0,0,19420290,82395428,0,0,0,0,0,0,0,0,0,0,220848055,1221,0,508824119,0,1548830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12416,200465800,0,0,0,0,0,40000000,0,0,40000000,407581797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0
63008,12/31/2025 0:00:00,17253,0,0,0,0,11516176,0,0,21830644,0,11516176,0,0,0,0,0,2,0,0,0,0,32025,0,0,0,0,0,0,0,0,1160773,0,570473,0,0,0,0,0,0,0,0,0,0,0,6289,0,0,0,0,0,0,0,0,300396,0,39773,18394,1736,0,38212,0,0,0,0,10000,14633,0,0,0,0,0,0,0,0,0,8077707,0,0,0,0,0,0,0,2942,0,0,2942,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1731246,0,6289,1232779,0,81612,0,0,1232779,0,0,0,0,0,0,0,42482,3727074,0,0,0,0,0,0,0,0,0,0,9081689,4160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63020,12/31/2025 0:00:00,17264,0,0,0,0,268140703,16938514,2961601,360263331,0,271471714,16938514,2961601,0,0,0,121,0,0,0,0,32025,0,0,0,0,0,0,0,0,16670103,0,3063888,0,0,0,0,0,0,0,0,0,0,0,4376387,0,0,0,0,0,0,0,0,8254278,88389,777105,1143517,425500,933880,3957627,0,0,0,0,49178,660733,65280366,3080359,0,7085136,0,0,0,0,12269875,12304941,0,0,0,0,1442,21694,569,35162,0,1953,60834,0,0,0,0,0,0,0,0,0,0,0,0,0,99,7,0,0,0,0,0,0,19733991,0,6157276,3500918,0,2765188,0,926893,24487,0,0,0,0,0,0,0,2423418,28323059,0,0,0,0,0,0,0,0,-291865,0,55572729,1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,150026,0,0,0,0,0,0,0,10000000,10000000,51355146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
