"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
352,12/31/2025 0:00:00,188,0,0,0,0,0,0,47557884,0,0,0,0,0,0,0,53679735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6735089,114728255,0,0,0,0,6755547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,726,0,0,0,0,0,0,871
361,12/31/2025 0:00:00,193,0,0,0,0,0,0,68922475,0,0,0,0,0,0,0,48095134,0,0,0,0,0,0,0,0,0,7072203,0,0,0,0,3536617,0,0,20500,141797001,0,0,0,0,21222275,70,67,1,0,0,0,12,3,38,38,57,61,118,12,6,0,16,20,137,1058,1637,0,0,0,0,0,0,1336
365,12/31/2025 0:00:00,197,0,0,0,0,0,0,2832735,0,0,0,0,0,0,0,9484933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12814485,0,0,0,0,496817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,72,6,0,0,0,0,0,422
367,12/31/2025 0:00:00,199,0,0,0,0,0,0,34878,0,0,0,0,0,0,0,3195611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337019,0,0,0,3567508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
370,12/31/2025 0:00:00,201,0,0,0,0,0,0,338979,0,0,0,0,0,0,0,4238653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4577632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,0,0,0,0,0,0,27
373,12/31/2025 0:00:00,203,0,0,0,0,0,0,3739662,0,0,0,0,0,0,0,7346609,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,12825037,0,0,0,0,1738766,21,0,0,0,0,0,0,0,17,0,17,0,17,4,0,0,0,4,21,440,123,0,0,0,0,0,0,54
376,12/31/2025 0:00:00,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,75
378,12/31/2025 0:00:00,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
383,12/31/2025 0:00:00,211,0,0,0,0,0,0,1512359,0,0,0,0,0,0,0,7299832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506416,9564347,0,0,0,0,245740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,31
389,12/31/2025 0:00:00,214,0,0,0,0,0,0,7288675,0,0,0,0,0,0,0,17635542,0,0,0,0,0,0,0,0,0,211575,0,0,0,0,111550,0,0,3529847,30758851,0,0,0,0,2193237,0,134,0,0,0,0,0,35,0,85,0,132,132,0,2,0,0,2,134,200,460,0,0,0,0,0,0,148
390,12/31/2025 0:00:00,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2761353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2761353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,2,0,0,0,0,0,0,129
395,12/31/2025 0:00:00,217,0,0,0,0,0,0,5313867,0,0,0,0,0,0,0,1876908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928535,10875825,0,0,0,0,1756515,0,12,0,0,0,0,0,8,0,4,0,12,12,0,0,0,0,0,12,59,327,0,0,0,0,0,0,261
404,12/31/2025 0:00:00,222,0,0,0,0,0,0,2296750,0,0,0,0,0,0,0,11031642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97170,13425562,0,0,0,0,0,3,33,0,0,0,0,0,24,0,0,0,24,24,3,9,0,0,12,36,304,122,0,0,0,0,0,0,661
422,12/31/2025 0:00:00,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
430,12/31/2025 0:00:00,232,0,0,0,0,0,0,301080,0,0,0,0,0,0,0,7970122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189044,0,0,0,8460246,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,177,114,0,0,0,0,0,0,790
435,12/31/2025 0:00:00,235,0,0,0,0,0,0,124543679,0,0,0,0,0,0,0,742819751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32066679,0,0,0,899430109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2707,4169,0,0,0,0,0,0,3833
444,12/31/2025 0:00:00,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254666,0,0,0,0,254666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,0,0,0,0,0,0,43
452,12/31/2025 0:00:00,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700418,0,0,0,0,0,13,0,9,0,0,0,4,0,0,0,4,0,4,0,0,0,0,9,13,74,80,0,0,0,0,0,0,26
464,12/31/2025 0:00:00,246,0,0,0,0,0,0,396677,0,0,0,0,0,0,0,10158929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11999839,0,0,0,0,1444233,20,66,0,0,19,0,0,1,2,46,20,47,67,0,0,18,0,19,86,139,78,0,0,0,0,0,0,23
473,12/31/2025 0:00:00,252,0,0,0,0,0,0,131126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,0,1333907,0,0,0,0,1166781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,15,35,0,0,0,0,0,304
475,12/31/2025 0:00:00,253,0,0,0,0,0,0,284974,0,0,0,0,0,0,0,4215915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4505817,0,0,0,0,4928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,38,0,0,0,0,0,0,89
477,12/31/2025 0:00:00,255,0,0,0,0,0,0,2651235,0,0,0,0,0,0,0,7801324,0,0,0,0,0,0,0,0,0,6575000,0,0,0,0,1004981,0,0,0,11457540,0,0,0,0,0,25,1,0,0,0,0,0,0,12,1,25,1,26,0,0,13,0,0,26,319,303,0,0,0,0,0,0,52
484,12/31/2025 0:00:00,257,0,0,0,0,0,0,2610698,0,0,0,0,0,0,0,644010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3254708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,64,0,0,0,0,0,0,3
489,12/31/2025 0:00:00,259,0,0,0,0,0,0,8535506,0,0,0,0,0,0,0,24734004,0,0,0,0,0,0,0,0,0,5536523,0,0,0,0,0,0,0,0,35947060,0,0,0,0,2677550,206,14,0,2,0,0,30,1,11,11,86,14,192,113,0,42,0,85,220,23,221,0,2,5,0,0,7,216
490,12/31/2025 0:00:00,260,0,0,0,0,0,0,476449,0,0,0,0,0,0,0,6763858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980831,0,0,298050,8929785,0,0,0,0,410597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,86,0,0,0,0,0,0,238
511,12/31/2025 0:00:00,271,0,0,0,0,0,0,10273527,0,0,0,0,0,0,0,24229351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393122,0,0,0,37855741,0,0,0,0,2959741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,437,0,0,0,0,0,0,69
514,12/31/2025 0:00:00,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254558,0,0,0,0,88384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
517,12/31/2025 0:00:00,274,0,0,0,0,0,0,4480480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129967,0,0,0,4610447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,143,0,0,0,0,0,0,162
524,12/31/2025 0:00:00,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
528,12/31/2025 0:00:00,277,0,0,0,0,0,0,270167816,0,0,0,0,0,0,0,63713397,0,0,0,0,0,0,0,0,0,20807543,0,0,0,0,2423119,0,0,8352153,346087453,0,0,0,0,1430968,382,10,0,196,0,0,22,0,98,9,157,10,167,29,0,22,0,225,392,571,3057,0,0,0,0,0,0,456
538,12/31/2025 0:00:00,282,0,0,0,0,0,0,164962,0,0,0,0,0,0,0,1312751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397702,0,0,0,3685065,0,0,0,0,809650,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,2,72,24,0,0,0,0,0,0,9
566,12/31/2025 0:00:00,290,0,0,0,0,0,0,221365584,0,0,0,0,0,0,0,236678961,0,0,0,0,0,0,0,0,0,21683877,0,0,0,0,10395391,0,0,12356765,528301849,0,0,0,0,47505148,377,14,13,3,0,0,23,0,89,7,223,14,238,138,0,85,7,154,391,3432,3449,0,0,0,0,0,0,9906
567,12/31/2025 0:00:00,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
577,12/31/2025 0:00:00,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4235,0,0,0,154265,0,0,0,0,150030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
594,12/31/2025 0:00:00,302,0,0,0,0,0,0,17086441,0,0,0,0,0,0,0,35276786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574309,53937536,0,0,0,0,0,0,22,0,0,0,0,0,2,0,1,0,22,22,0,0,0,19,0,22,264,451,0,0,0,0,0,0,214
606,12/31/2025 0:00:00,307,0,0,0,0,0,0,8639561,0,0,0,0,0,0,0,4914184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13553745,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,329,421,0,0,0,0,0,0,171
609,12/31/2025 0:00:00,309,0,0,0,0,0,0,36220,0,0,0,0,0,0,0,782110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,71
613,12/31/2025 0:00:00,311,0,0,0,0,0,0,1174000,0,0,0,0,0,0,0,5450267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404895,0,0,0,7675062,0,0,0,0,645900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,38,0,0,0,0,0,0,143
616,12/31/2025 0:00:00,314,0,0,0,0,0,0,1336752,0,0,0,0,0,0,0,1891810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3542535,0,0,0,0,313973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,77,0,0,0,0,0,0,13
619,12/31/2025 0:00:00,316,0,0,0,0,0,0,241561571,0,0,0,0,0,0,0,19994801,0,0,0,0,0,0,0,0,0,640223,0,0,0,0,12763480,0,0,0,275265567,0,0,0,0,945715,123,8,0,98,0,0,3,5,15,2,21,8,29,4,0,2,1,102,131,669,2826,4583,0,0,0,0,0,1959
620,12/31/2025 0:00:00,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4158490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4158490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,8,0,0,0,0,0,0,94
624,12/31/2025 0:00:00,321,0,0,0,0,0,0,80461441,0,0,0,0,0,0,0,86829640,0,0,0,0,0,0,0,0,0,2167998,0,0,0,0,31056506,0,0,0,210152137,0,0,0,0,11804550,100,94,3,54,0,0,4,10,3,60,8,91,99,35,3,1,20,95,194,716,4732,0,0,0,0,0,0,533
640,12/31/2025 0:00:00,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,23,0,0,0,0,0,0,20
644,12/31/2025 0:00:00,330,0,0,0,0,0,0,22553616,0,0,0,0,0,0,0,9134949,0,0,0,0,0,0,0,0,0,223109,0,0,0,0,0,0,0,3289569,38294313,0,0,0,0,3316179,6,1,0,4,0,0,2,1,0,0,2,1,2,0,0,0,0,4,7,84,914,15,0,0,0,0,0,242
649,12/31/2025 0:00:00,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2225651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3112128,0,0,0,0,886477,0,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,5,315,757,0,0,0,0,0,0,156
663,12/31/2025 0:00:00,341,0,0,0,0,0,0,275566,0,0,0,0,0,0,0,1596157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49,0,0,0,0,0,0,15
665,12/31/2025 0:00:00,342,0,0,0,0,0,0,20389140,0,0,0,0,0,0,0,21351428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,10954451,62046143,0,0,0,0,9339124,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,390,460,0,0,0,0,0,0,837
687,12/31/2025 0:00:00,352,0,0,0,0,0,0,5675384,0,0,0,0,0,0,0,3805238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63921,0,0,6303,10513946,0,0,0,0,963100,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,101,151,0,0,0,0,0,0,636
690,12/31/2025 0:00:00,353,0,0,0,0,0,0,6474461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137927,8612388,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,13,238,156,0,0,0,0,0,0,215
716,12/31/2025 0:00:00,364,0,0,0,0,0,0,1832479,0,0,0,0,0,0,0,1231539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3069,3076885,0,0,0,0,9798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,234,0,0,0,0,0,0,16
761,12/31/2025 0:00:00,375,0,0,0,0,0,0,14358843,0,0,0,0,0,0,0,5752966,0,0,0,0,0,0,0,0,0,3180357,0,0,0,0,1613606,0,0,26747,21824621,0,0,0,0,72459,109,5,1,11,0,0,33,0,9,2,43,5,48,54,0,1,0,66,114,227,302,6,0,0,0,0,0,400
770,12/31/2025 0:00:00,378,0,0,0,0,0,0,2431191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490323,0,0,0,0,822789,0,0,0,3724385,0,0,0,0,470405,4,0,0,0,0,0,1,0,0,0,3,0,3,1,0,1,0,1,4,274,161,0,0,0,0,0,0,1006
785,12/31/2025 0:00:00,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5639,0,0,0,0,5639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,11,0,0,0,0,0,0,23
794,12/31/2025 0:00:00,390,0,0,0,0,0,0,3329474,0,0,0,0,0,0,0,5290872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184775,9654588,0,0,0,0,849467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,153,0,0,0,0,0,0,53
795,12/31/2025 0:00:00,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
798,12/31/2025 0:00:00,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414
808,12/31/2025 0:00:00,398,0,0,0,0,0,0,19976230,0,0,0,0,0,0,0,91587156,0,0,0,0,0,0,0,0,0,32943108,0,0,0,0,4807647,0,0,2486461,121144695,0,0,0,0,2287201,241,47,0,0,0,0,64,14,72,15,170,34,204,71,13,11,1,84,288,1141,1129,2,0,0,3,0,3,1695
817,12/31/2025 0:00:00,401,0,0,0,0,0,0,3045227,0,0,0,0,0,0,0,1831203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2834016,0,0,0,7810445,0,0,0,0,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,149,0,0,0,0,0,0,12
818,12/31/2025 0:00:00,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,73
832,12/31/2025 0:00:00,409,0,0,0,0,0,0,988094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2457843,0,0,0,3487461,0,0,0,0,41524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,45,0,0,0,0,0,0,342
839,12/31/2025 0:00:00,414,0,0,0,0,0,0,970067,0,0,0,0,0,0,0,5004751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575639,6550457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,31
841,12/31/2025 0:00:00,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,215510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,0,0,0,47
845,12/31/2025 0:00:00,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21004,0,0,0,874221,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,1,0,1,13,0,0,0,20,14,156,94,0,0,0,0,0,0,293
850,12/31/2025 0:00:00,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3042826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44319,0,0,1110984,5367033,0,0,0,0,1168904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,13,29,0,0,0,0,0,186
851,12/31/2025 0:00:00,421,0,0,0,0,0,0,3321658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3321658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,29
854,12/31/2025 0:00:00,423,0,0,0,0,0,0,7966989,0,0,0,0,0,0,0,18171616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153123,0,0,0,42646249,0,0,0,0,16354521,3,0,0,0,0,0,2,0,0,0,2,0,2,1,0,0,0,1,3,325,798,0,0,0,0,0,0,309
856,12/31/2025 0:00:00,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425111,1575289,0,0,0,0,593898,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,45,6,0,0,0,0,0,0,121
857,12/31/2025 0:00:00,426,0,0,0,0,0,0,450204700,0,0,0,0,0,0,0,570058223,0,0,0,0,0,0,0,0,0,11907577,0,0,0,0,1246257,0,0,0,1065352325,0,0,0,0,43843145,396,21,8,83,0,0,43,5,148,15,198,20,218,107,1,6,0,199,417,7426,4650,0,0,0,0,0,0,779
858,12/31/2025 0:00:00,427,0,0,0,0,0,0,418893,0,0,0,0,0,0,0,1306477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114111,0,0,864180,3285073,0,0,0,0,581412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,139,0,0,0,0,0,0,15
871,12/31/2025 0:00:00,432,0,0,0,0,0,0,1950053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870534,2902953,0,0,0,0,82366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,47,0,0,0,0,0,513
872,12/31/2025 0:00:00,433,0,0,0,0,0,0,6350565,0,0,0,0,0,0,0,9655052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6172000,0,0,0,22177617,0,0,0,0,0,4,0,1,0,0,0,3,0,0,0,3,0,3,0,0,0,0,1,4,177,198,150,0,0,0,0,0,239
884,12/31/2025 0:00:00,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9
887,12/31/2025 0:00:00,444,0,0,0,0,0,0,25455810,0,0,0,0,0,0,0,7585218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529517,0,0,930337,35392578,0,0,0,0,891696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,849,0,0,0,0,0,0,489
888,12/31/2025 0:00:00,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
909,12/31/2025 0:00:00,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,16,0,0,0,0,0,0,130
911,12/31/2025 0:00:00,457,0,0,0,0,0,0,13086380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4671,0,0,0,0,0,0,0,0,14605940,0,0,0,0,1519560,15,31,0,1,0,0,0,0,12,31,12,31,43,2,0,0,0,3,46,788,383,24,0,0,0,0,0,758
916,12/31/2025 0:00:00,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3
926,12/31/2025 0:00:00,465,0,0,0,0,0,0,248298,0,0,0,0,0,0,0,7564354,0,0,0,0,0,0,0,0,0,401530,0,0,0,0,2202245,0,0,0,10458497,0,0,0,0,443600,59,3,4,34,0,0,12,3,2,0,14,3,17,7,0,0,0,47,62,352,77,4,0,0,0,0,0,203
930,12/31/2025 0:00:00,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,12/31/2025 0:00:00,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42886,0,0,905691,1693015,0,0,0,0,86636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,92,0,0,0,0,0,0,7
943,12/31/2025 0:00:00,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1
946,12/31/2025 0:00:00,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16818,0,0,0,1714381,0,0,0,0,110195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,15,0,0,0,0,0,0,387
948,12/31/2025 0:00:00,476,0,0,0,0,0,0,104989071,0,0,0,0,0,0,0,617659286,0,0,0,0,0,0,0,0,0,151125765,0,0,0,0,28435294,0,0,0,756611010,0,0,0,0,5527359,2274,0,19,1348,0,0,213,0,330,0,765,0,765,139,0,64,0,1509,2274,2671,5619,0,7,3,0,0,10,749
951,12/31/2025 0:00:00,477,0,0,0,0,0,0,787731,0,0,0,0,0,0,0,1662896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2549681,0,0,0,0,99054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,67
