"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
4746,12/31/2025 0:00:00,2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888181,0,0,0,0,0,0,0,0,0,0,0,0,114274474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,12000000,0,0,0,0,0,0,35440522,0,0,2310288,384963,11754115,12382110,2094378,28913698,0,0,0,0,0,994207,0,1060,0,0,0,0,0,26520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,829,12,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10671000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24132,0,4705,0,0,13,37673,0,18138,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28298599,0,0,0,0,0,0,0,0,28298599,242659147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756,12/31/2025 0:00:00,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729825,0,0,0,0,0,941600,0,0,0,0,0,0,0,376,0,43,0,0,0,0,0,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,69,1,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6955000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7370961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4787,12/31/2025 0:00:00,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14505131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015050,0,0,0,0,437073,1829115,116948,0,0,0,0,0,0,40552,0,30,0,0,0,0,0,2863,0,172849,0,0,0,0,0,0,0,0,0,0,0,0,0,324,326,7,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2561,0,0,0,0,2,2561,0,1036,2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81709,0,0,0,0,0,0,0,0,81709,18877738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4792,12/31/2025 0:00:00,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111197928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62546190,0,0,2506965,1361919,17971975,10704796,144580,23817695,0,0,0,0,0,1282001,0,956,0,0,0,0,0,48428,0,310521,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,508,25,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7634710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11433,0,0,0,0,4,18255,0,108019,16947,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24721053,0,0,0,0,0,0,0,0,24721053,285071983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4799,12/31/2025 0:00:00,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5165555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528180,0,0,0,693876,0,0,0,0,0,7036,0,0,0,0,0,0,0,118671,0,46,0,0,0,0,0,2229,0,15702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,9,92024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9423311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4805,12/31/2025 0:00:00,2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2189752,0,0,0,0,0,0,0,0,0,0,0,0,23207452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4709576,0,0,0,0,814659,443544,61898,0,0,0,0,0,0,762205,0,37,0,0,0,0,0,3221,0,15984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,9,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140227,0,0,0,0,0,0,0,0,1140227,36624389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4809,12/31/2025 0:00:00,2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31749,0,0,0,0,0,0,0,0,0,0,0,0,5536565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3051103,0,0,0,0,86257,216812,11945,2688404,0,0,0,0,0,368467,0,66,0,0,0,0,0,3051,0,231534,0,0,0,0,0,0,0,0,0,0,0,0,0,416,142,11,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23408,0,14000,0,0,7,93573,0,43366,2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371162,0,0,0,0,0,0,0,0,1371162,13088277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4828,12/31/2025 0:00:00,2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15849476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4637443,0,0,0,0,0,165168,0,0,0,0,0,0,0,271361,0,177,0,0,0,0,0,3918,0,38656,0,0,0,0,0,0,0,0,0,0,0,0,0,692,391,13,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11909267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9362,0,0,4558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107872,0,0,0,0,0,0,0,0,107872,23975815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4845,12/31/2025 0:00:00,2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,21418873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3527334,0,0,0,0,0,607203,0,4247345,0,0,0,0,0,263035,0,210,0,0,0,0,0,5725,0,23617,0,0,0,0,0,0,0,0,0,0,0,0,0,185,154,5,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7536855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0,0,0,0,1,1125,0,8380,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358974,0,0,0,0,0,0,0,0,358974,35682442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4853,12/31/2025 0:00:00,2102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455624,0,0,0,0,0,0,0,0,0,0,0,0,73150697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31862283,0,0,0,0,898633,1170275,359119,56673875,0,0,0,0,0,2871178,0,193,0,0,0,0,0,27375,0,91690,0,0,0,0,0,0,0,0,0,0,0,0,0,2610,2387,23,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19989,0,7975,0,0,19,35906,0,81875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6321826,0,0,0,0,0,0,0,0,6321826,170297455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4871,12/31/2025 0:00:00,2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63812,0,6,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,72025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4878,12/31/2025 0:00:00,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105952231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8644764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79332421,0,0,34090,0,4906791,688253,183653,29898925,0,0,0,0,0,1886443,0,3728,0,0,0,0,0,45285,0,1078232,0,0,0,0,0,0,0,0,0,0,0,0,0,5375,1957,17,92024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54247929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25650,0,0,0,0,16,42483,0,185639,26478,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17130065,0,0,0,0,0,0,0,0,17130065,262462021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4884,12/31/2025 0:00:00,2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37457424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11450516,0,0,5873,0,994330,35962,0,1896328,0,0,0,0,0,135379,0,225,0,0,0,0,0,10268,0,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,218,11,122025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7836563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,0,0,0,0,3,7940,0,16093,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1744243,0,0,0,0,0,0,0,0,1744243,53127894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4894,12/31/2025 0:00:00,2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7611064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569566,0,0,0,0,420286,0,0,0,0,0,0,0,0,1878589,0,21,0,0,0,0,0,2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,236,17,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,0,7833,0,0,4,8914,0,16760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12315899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4906,12/31/2025 0:00:00,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3540371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11762,0,33,0,0,0,0,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3540371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4915,12/31/2025 0:00:00,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110754407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000000,1500000,60000000,0,1528000,0,0,0,64760615,0,0,728659,95023,8737658,4036754,871706,25263603,0,0,0,0,0,1377238,0,851,0,0,0,0,0,48034,0,170629,0,0,0,0,0,0,0,0,0,0,0,0,0,4491,4390,10,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000,60000000,0,0,0,0,0,0,0,0,0,57325,0,33409,0,0,66,135598,0,97774,24661,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18811940,0,0,0,0,0,0,0,0,18811940,272230314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4936,12/31/2025 0:00:00,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732416,0,0,0,0,0,0,0,0,0,0,0,0,19704934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13203785,0,0,69200,0,527274,78474,0,2678263,0,0,0,0,0,70444,0,893,0,0,0,0,0,3824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,957,7,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11178716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,3,8099,0,2698,2987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3109889,0,0,0,0,0,0,0,0,3109889,34200275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4951,12/31/2025 0:00:00,2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18872052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21834354,0,0,0,0,0,1381053,3000538,3658087,0,0,0,0,0,1410854,0,103,0,0,0,0,0,7519,0,63786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,20,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2557925,0,0,0,0,0,0,0,0,2557925,60959813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4960,12/31/2025 0:00:00,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599580,0,0,0,0,0,0,0,0,0,0,0,0,46855023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42273416,0,0,1314540,515928,8101777,5782555,3300574,72798990,0,0,0,0,0,1538854,0,1237,0,0,0,0,0,23787,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,40,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8459525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29644267,0,0,0,0,0,0,0,0,29644267,208090631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4963,12/31/2025 0:00:00,2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35195723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9200000,2000000,3500000,0,13815000,4922000,0,0,34412708,0,0,75095,9041,1239073,1383090,181195,10454509,0,0,0,0,0,1807440,0,452,0,0,0,0,0,16336,0,79778,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,1967,14,32025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30841,0,15862,0,0,12,58425,0,159651,33400,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6236509,0,0,0,0,0,0,0,0,6236509,112490285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4966,12/31/2025 0:00:00,2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40190611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9839930,0,0,495040,77969,3351458,1888181,836900,8166984,0,0,0,0,0,422625,0,325,0,0,0,0,0,14625,0,253142,0,0,0,0,0,0,0,0,0,0,0,0,0,2452,778,13,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3733775,0,3740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54405,0,17852,0,1011,18,85431,0,64780,20078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89623964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4968,12/31/2025 0:00:00,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444883,0,0,0,0,0,0,0,0,0,0,0,0,79625798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,50000000,10000000,0,24465071,6653000,0,0,101142954,0,0,7827091,3685327,40258579,25558636,5740889,72541194,0,0,0,0,0,2137977,0,223,0,0,0,0,0,79793,0,3300227,0,0,0,0,0,0,0,0,0,0,0,0,0,8173,2805,30,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444107,0,177190,0,0,168,820501,0,1580724,228074,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64717911,0,0,0,0,0,0,0,0,64717911,453791155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
