"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
67902,12/31/2025 0:00:00,24320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102315,0,0,0,0,0,0,0,0,0,0,0,0,90182636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22151738,0,0,3321422,1203259,19084902,4986539,2098871,16798048,0,0,0,0,0,911629,0,146,0,0,0,0,0,20696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,592,6,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22907829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1732,0,3490,2695,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22907829,0,0,0,0,0,0,0,0,22907829,163381414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67911,12/31/2025 0:00:00,22242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59213,0,0,0,0,0,0,0,0,0,0,0,0,22698424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5410000,0,0,0,14513686,0,0,703942,892,3673212,817170,1658,12191225,0,0,0,0,0,260557,0,456,0,0,0,0,0,12119,0,622240,0,0,0,0,0,0,0,0,0,0,0,0,0,511,311,14,92024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5135445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38781,0,0,0,0,6,38781,0,33883,4544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3757035,0,0,0,0,0,0,0,0,3757035,74573143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67915,12/31/2025 0:00:00,22667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2457404,0,0,0,0,0,0,0,0,0,0,0,0,97143335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49762154,0,0,0,0,3135503,1840943,0,0,0,0,0,0,0,943015,0,483,0,0,0,0,0,27905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2720,2934,21,122025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56534200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39532,0,2425,0,0,18,136922,0,52741,13425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25221655,0,0,0,0,0,0,0,0,25221655,164794280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67921,12/31/2025 0:00:00,21901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125181000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12416921,0,0,0,0,7909489,0,0,0,0,0,0,0,0,4151898,0,114,0,0,0,0,0,5692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,126,21,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1926033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1088,0,6578,3661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17421641,0,0,0,0,0,0,0,0,17421641,128085769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67922,12/31/2025 0:00:00,23986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038259,0,0,0,0,0,0,0,0,0,0,0,0,24015263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9583379,0,0,894059,0,3291419,2791764,0,336635,0,0,0,0,0,293588,0,119,0,0,0,0,0,7420,0,172428,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,604,11,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,0,0,0,0,3,4237,0,38068,5567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7242247,0,0,0,0,0,0,0,0,7242247,58703430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67924,12/31/2025 0:00:00,23060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22835836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12671076,0,0,858088,0,2426943,971424,308240,5791033,0,0,0,0,0,498045,0,33423,0,0,0,0,0,8268,0,221932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,20,92024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5605810,0,0,0,0,0,0,0,0,5605810,47846564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67927,12/31/2025 0:00:00,22912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326927386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182879073,0,0,1465562,305621,27459893,6350850,2190086,91548491,0,0,0,0,0,3310923,0,1634,0,0,0,0,0,122645,0,1065693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11114,46,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7449,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20167717,0,0,0,0,0,0,0,0,20167717,676843684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67928,12/31/2025 0:00:00,22685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27821276,0,0,0,0,0,0,0,0,0,0,0,0,919145115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25748244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596730208,0,0,29235637,11564768,186725146,185527278,47607322,767445997,0,0,0,0,0,412151,0,27231,0,0,0,0,0,470747,0,6586899,0,0,0,0,0,0,0,0,0,0,0,0,0,17336,14121,11,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498477,0,66594,0,0,259,869441,0,1671734,132720,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562128206,0,0,0,0,0,0,0,0,562128206,3395937709,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
67933,12/31/2025 0:00:00,22489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3037659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14590,0,0,0,0,53078,0,0,0,0,0,0,0,0,88122,0,19,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,8,122025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3105327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67936,12/31/2025 0:00:00,21893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13927640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3532385,0,0,0,0,90200,0,0,0,0,0,0,0,0,162808,0,6272,0,0,0,0,0,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,7,72025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128099,0,0,0,0,0,0,0,0,128099,20201839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67937,12/31/2025 0:00:00,23888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2531197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734927,0,0,0,0,0,2250535,0,0,0,0,0,0,0,77746,0,37,0,0,0,0,0,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,243,12,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13125,0,11011,0,0,2,24136,0,62353,7035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886093,0,0,0,0,0,0,0,0,886093,10006647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67938,12/31/2025 0:00:00,22526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,21843686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9314616,0,0,47823,0,3201516,174226,29583,1161474,0,0,0,0,0,20204,0,80,0,0,0,0,0,5811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,132,7,32025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23253332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727608,0,0,0,0,0,0,0,0,727608,41745762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67946,12/31/2025 0:00:00,23990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11501968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624204,0,0,314543,0,2436087,149455,0,0,0,0,0,0,0,89105,0,78,0,0,0,0,0,3248,0,23097,0,0,0,0,0,0,0,0,0,0,0,0,0,452,86,6,92024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099794,0,0,0,0,0,0,0,0,1099794,22733526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67951,12/31/2025 0:00:00,24174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42438026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26300000,0,0,0,1000,0,0,0,29941851,0,0,1527559,1025763,7250771,5495783,1126091,13851914,0,0,0,0,0,2427179,0,70,0,0,0,0,0,19912,0,1251807,0,0,0,0,0,0,0,0,0,0,0,0,0,166,183,11,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15692340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1732,0,18716,25287,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15692340,0,0,0,0,0,0,0,0,15692340,132624165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67955,12/31/2025 0:00:00,21509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8219737423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409066649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137000000,150000000,0,0,188288961,56245000,0,0,887625816,0,0,99210406,16295593,751088858,853001679,84420373,0,0,0,0,0,0,390391,0,10749,0,0,0,0,0,1588884,0,24788406,0,0,0,0,0,0,0,0,0,0,0,0,0,52867,104900,8,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2909041,0,7713,0,6451,533,4089645,0,10691655,733274,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980866882,0,0,0,0,0,0,0,0,1980866882,14231931200,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
67959,12/31/2025 0:00:00,24326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984312,0,0,0,0,0,0,0,0,0,0,0,0,108892722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3937949,7542392,0,0,0,0,0,0,52527452,0,0,1883343,0,12456122,4388420,0,31510463,0,0,0,0,0,3890332,0,779,0,0,0,0,0,34272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,32,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20021811,0,28840100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20021811,0,0,0,0,0,0,0,0,20021811,307701329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67963,12/31/2025 0:00:00,22961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9764824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641445,0,0,0,0,257586,0,0,0,0,0,0,0,0,274112,0,135,0,0,0,0,0,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,13,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13633716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67965,12/31/2025 0:00:00,24322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20984,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,7,32024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67970,12/31/2025 0:00:00,23858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4483808,0,0,0,0,0,0,0,0,0,0,0,0,82784630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51317057,0,0,802112,360248,25375827,587538,396885,25873337,0,0,0,0,0,1158217,0,836,0,0,0,0,0,40803,0,1071992,0,0,0,0,0,0,0,0,0,0,0,0,0,1626,3047,22,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36061370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21645,0,28811,0,0,14,59215,0,39758,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17154136,0,0,0,0,0,0,0,0,17154136,246458100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67971,12/31/2025 0:00:00,24027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4605,0,0,0,0,0,0,0,0,0,0,0,0,5756532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201031,33624,0,638139,0,0,0,0,0,184041,0,66,0,0,0,0,0,1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,11,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413263,0,0,0,0,0,0,0,0,413263,8233830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67972,12/31/2025 0:00:00,23977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266404959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642000,0,0,0,101560830,0,0,306089,21963,8010825,1507037,38035,61299831,0,0,0,0,0,495844,0,3393,0,0,0,0,0,83460,0,3049756,0,0,0,0,0,0,0,0,0,0,0,0,0,4767,2749,8,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268933,0,0,0,0,40,355934,0,664860,174010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69223829,0,0,0,0,0,0,0,0,69223829,529843517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67974,12/31/2025 0:00:00,23003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13066,0,0,0,0,0,0,0,0,0,0,0,0,39526177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,5120000,0,0,40354596,0,0,116605,20131,4051505,628059,57455,31322648,0,0,0,0,0,794251,0,906,0,0,0,0,0,20464,0,866876,0,0,0,0,0,0,0,0,0,0,0,0,0,804,2008,24,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16663757,0,17860368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18556,0,0,0,0,8,27709,0,57694,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16663757,0,0,0,0,0,0,0,0,16663757,130333904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
