"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
47,12/31/2025 0:00:00,30,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11151954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117308,117308,22143633,0,-117308,-117308,0,0,0,0,0,3330360,0,488795,488795,0,0,0,0,0,0,0,57432142,371487,371487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57432142,0,0,117308,0,0,0,0,0,0,56,5643287,0,0,0,0,0,0,0,5643287,0,1,14609,0,0,0,0,0,0,0,102,5451091,2188770,5465700,2188770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,11108987,2188770,0,50147014,50147014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,12/31/2025 0:00:00,31,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,7554000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21395605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346190,346190,22518181,0,-346190,-346190,0,0,0,0,0,9237001,0,486647,486647,0,0,0,0,0,0,0,65182841,140457,140457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65182841,0,0,346190,13,221149,0,18,361860,0,0,0,0,0,0,0,0,0,0,583009,0,0,0,0,0,0,0,22,885757,90000,0,0,0,885757,90000,5,188174,47000,0,0,0,0,0,0,0,0,0,188174,47000,58,1656940,137000,288089,52042588,52042588,0,27,410218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,12/31/2025 0:00:00,32,Subm,0,0,0,8354064,0,7957900,0,396162,2,0,0,0,0,877567718,0,877567718,301420095,566188096,1581634,0,396162,7981731,0,0,0,141855197,3555502796,3134139290,407772414,13591092,-101038823,743761477,740598455,3163022,1923604813,-24594,1923580219,7459960,0,1462782721,441741060,11596478,773594439,24594,773619033,24594,0,771477229,2117210,-40816374,0,67130175,67130175,6929333350,0,6929333350,-59645621,0,3134139290,1870555135,1967407836,16876710,522045024,0,522045024,196649771,304405579,0,20989674,0,0,0,0,8993515377,8993515377,1082072416,570668656,3135720924,1870555135,2288253969,17272872,20989674,7981731,0,0,0,5475493199.45,114133731.2,1567860462,1402916351.25,2288253969,25909308,52474185,23945193,0,0,0,16579184.5,16579184.5,62062236.17,24156434.12,257872.92,37647929.13,31659337,31659337,3332630.4,3332630.4,0,0,0,0,0,0,0,92803021,92703021,0,0,100000,0,0,0,0,0,0,0,0,206436409.07,92703021,0,0,100000,27489064.52,257872.92,85886450.63,0,99844387.58,0,0,20000,13744532.26,193404.69,85886450.63,0,9199951786.07,5575337587.03,1304,67130175,2392,513606694,375712693,4616,332303553,31958723,6743,1781248228,86560680,1112,350745652,195274257,6537,435743472,122903400,3413647599,812409753,2669,56199907,0,0,0,0,5123,195658603,0,13275,592941790,321438900,844800300,321438900,1,28412,0,5,169295,0,0,0,0,0,0,0,197707,0,42473,4258645606,1133848653,1162661211,8175801082,8175901082,100000,0,0,0,0,1345,358641421,1345,0,1345,358641421,25067,0,0,0,0,0,987037253,1097,0,0,0,0,0,0,1047187216,0,0
53,12/31/2025 0:00:00,33,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11885798,0,0,0,0,0,0,0,7504408,0,0,0,0,0,0,0,0,367986,367986,39169786,0,-367986,-367986,0,0,0,0,0,8920844,0,510572,510572,0,0,0,0,0,0,0,61032254,142586,142586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61032254,0,0,367986,31,6432230,170000,30,3510030,475000,0,0,0,0,0,0,10,2807548,0,12749808,645000,22,1136827,135000,0,0,0,0,0,0,86,6260932,3361500,7397759,3496500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,20147567,4141500,17289900,54293704,54293704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,12/31/2025 0:00:00,35,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,57225510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154404046,0,0,0,0,0,0,0,46614330,0,0,0,0,0,0,-859918,0,4598651,4598651,329795876,-859918,-4598651,-4598651,0,0,0,0,0,42773757,0,5572225,5572225,0,0,0,0,0,0,0,507944913,973574,973574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507944913,0,0,4598651,76,16688313,70077302,244,22274202,2540900,4,693535,0,27,7703134,16684100,111,6382423,7009000,53741607,96311302,418,26405420,6179000,939,52369207,19207109,0,0,0,0,0,0,78774627,25386109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1819,132516234,121697411,67669908,450421233,450421233,0,2242,15482782,0,0,281,70741292,215,0,0,0,0,0,0,0,0,1,0,0,0,0,1460248,28,0,0,15500000,0,219074
77,12/31/2025 0:00:00,41,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,29965338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71389527,0,0,0,0,0,0,0,15242544,0,0,0,0,0,0,-6508192,0,1023314,1023314,115138707,-6508192,-1023314,-1023314,0,0,0,0,0,5353845,0,1810083,1810083,0,0,0,0,0,0,0,205750668,786769,786769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205750668,0,0,1023314,17,4727299,0,39,4890218,854699,11,5682215,0,13,2516722,5088441,4,112824,0,17929278,5943140,57,2219405,272000,0,0,0,0,0,0,88,2873075,5151828,5092480,5423828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,23021758,11366968,0,186813306,187063306,250000,233,7141351,5,3778844,136,39983165,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,12/31/2025 0:00:00,43,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,107618634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359344992,0,0,0,0,0,0,0,65308816,0,0,0,0,0,0,0,0,3005810,3005810,661407431,0,-3005810,-3005810,0,0,0,0,0,84329196,0,7137440,7137440,0,0,0,0,0,0,0,925671433,4131630,4131630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925671433,0,0,3005810,315,63956120,0,456,55577453,14340236,206,44437455,10044165,81,22673587,9740862,0,0,0,186644615,34125263,314,15988958,4605602,0,0,0,0,0,0,704,37125861,15356375,53114819,19961977,2,39932,0,0,0,0,0,0,0,0,0,0,39932,0,2078,239799366,54087240,103186688,834952378,835055733,103355,0,0,284,2320354,27,8038350,27,0,0,0,0,0,0,0,0,1,35212773,380,0,0,0,0,0,0,18300741,0,0
82,12/31/2025 0:00:00,46,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,42429618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66258066,0,0,0,0,0,0,0,20026857,0,0,0,0,0,0,0,0,2263665,2263665,197960346,0,-2263665,-2263665,0,0,0,0,0,18095174,0,2440084,2440084,0,0,0,0,0,0,0,321760708,176419,176419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321760708,0,0,2263665,157,32768782,4007200,262,21341261,5968500,6,2660006,1880000,7,4471843,0,304,16146167,1527972,77388059,13383672,229,19621121,8759500,49,996246,0,0,0,0,370,15933662,2430864,36551029,11190364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384,113939088,24574036,39886472,273306935,273306935,0,18,8798128,0,0,0,0,0,0,0,0,140,0,0,166,594723,0,0,0,0,0,0,0,0,0,1245476,0,0
90,12/31/2025 0:00:00,49,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,152805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3464552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53212,53212,3411340,0,-53212,-53212,0,0,0,0,0,76054,0,27481,27481,0,0,0,0,0,0,0,7580603,-25731,-25731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7580603,0,0,53212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2441308,2441308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,12/31/2025 0:00:00,54,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,5595800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3087600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19947,19947,4261280,0,-19947,-19947,0,0,0,0,0,163956,0,99961,99961,0,0,0,0,0,0,0,11750342,80014,80014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11750342,0,0,19947,11,804089,0,8,389538,0,0,0,0,0,0,0,0,0,0,1193627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1193627,0,76963,9513198,9513198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,12/31/2025 0:00:00,57,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,7393681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15534137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180219,180219,23198236,0,-180219,-180219,0,0,0,0,0,5069760,0,633527,633527,0,0,0,0,0,0,0,75748942,453308,453308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75748942,0,0,180219,17,2532772,0,11,943223,0,0,0,0,0,0,0,0,0,0,3475995,0,89,3891882,1587993,0,0,0,0,0,0,9,476442,0,4368324,1587993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,7844319,1587993,0,64329256,64329256,0,0,0,239,4546427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,12/31/2025 0:00:00,58,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,1951621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12420219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205145,205145,13877084,0,-205145,-205145,0,0,0,0,0,997140,0,350105,350105,0,0,0,0,0,0,0,44978663,144960,144960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44978663,0,0,205145,33,1384889,1156,14,277121,0,0,0,0,0,0,0,0,0,0,1662010,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1662010,1156,1662010,35386293,35386293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,12/31/2025 0:00:00,59,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685992,0,0,0,0,0,0,0,5944116,0,0,0,0,0,0,0,0,60199,60199,32545538,0,-60199,-60199,0,0,0,0,0,1596822,0,270019,270019,0,0,0,0,0,0,0,39455781,209820,209820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39455781,0,0,60199,0,0,0,0,0,0,3,1979231,0,0,0,0,57,23996398,4779700,25975629,4779700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,25975629,4779700,23996398,33247643,33247643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,12/31/2025 0:00:00,62,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,69764976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95386,95386,10726596,0,-95386,-95386,0,0,0,0,0,4559050,0,716962,716962,0,0,0,0,0,0,0,90747120,621576,621576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90747120,0,0,95386,53,5873123,0,26,2076404,0,0,0,0,0,0,0,0,0,0,7949527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,7949527,0,0,78926008,78926008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163528,0,0
120,12/31/2025 0:00:00,63,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,35781453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29888234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435891,435891,68980774,0,-435891,-435891,0,0,0,0,0,8404830,0,1115052,1115052,0,0,0,0,0,0,0,129143077,679161,679161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129143077,0,0,435891,23,1964880,0,25,2648146,1210000,0,0,0,0,0,0,99,13891219,5112300,18504245,6322300,11,809428,1015400,0,0,0,0,0,0,406,20214758,20116835,21024186,21132235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,39528431,27454535,0,118307596,118307596,0,229,11361565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,12/31/2025 0:00:00,69,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9791,9791,145012,0,-9791,-9791,0,0,0,0,0,9305,0,8922,8922,0,0,0,0,0,0,0,1002993,-869,-869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002993,0,0,9791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826030,826030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,12/31/2025 0:00:00,70,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,18070119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25711844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346086,346086,55832930,0,-346086,-346086,0,0,0,0,0,2511991,0,944371,944371,0,0,0,0,0,0,0,114143601,598285,598285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114143601,0,0,346086,64,6650442,1478661,304,14413503,0,0,0,0,0,0,0,0,0,0,21063945,1478661,216,7462301,2209744,0,0,0,0,0,0,51,1940926,694335,9403227,2904079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,30467172,4382740,0,96518694,96518694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,12/31/2025 0:00:00,72,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,10851859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23066302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75239,75239,27400426,0,-75239,-75239,0,0,0,0,0,2301907,0,365197,365197,0,0,0,0,0,0,0,43426685,289958,289958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43426685,0,0,75239,26,2354904,132962,1,9135,0,0,0,0,0,0,0,44,1199747,0,3563786,132962,0,0,0,0,0,0,0,0,0,34,845578,356200,845578,356200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,4409364,489162,2054465,38430806,38430806,0,0,0,405,12136944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,12/31/2025 0:00:00,74,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4176472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49518,49518,4126954,0,-49518,-49518,0,0,0,0,0,54787,0,51066,51066,0,0,0,0,0,0,0,5450476,1548,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5450476,0,0,49518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4945503,4945503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,12/31/2025 0:00:00,75,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,11176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5488,5488,1135679,0,-5488,-5488,0,0,0,0,0,15873,0,14366,14366,0,0,0,0,0,0,0,1533497,8878,8878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533497,0,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382412,1382412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,12/31/2025 0:00:00,77,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,81401919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89581737,0,0,0,0,0,0,0,62819253,0,0,0,0,0,0,0,0,4319497,4319497,348987582,0,-4319497,-4319497,0,0,0,0,0,39498547,0,3617239,3617239,0,0,0,0,0,0,0,491379125,-702258,-702258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491379125,0,0,4319497,211,53285091,15139953,4,424747,0,78,19084379,0,2,1351692,0,129,78344081,77222859,152489990,92362812,354,22756508,3541700,0,0,0,0,0,0,452,25659591,8135500,48416099,11677200,4,1417062,0,0,0,0,0,0,0,0,0,0,1417062,0,1234,202323151,104040012,122704327,407241596,417693596,10452000,0,0,27,194968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161951
